 0.1000000E-03  0.5114651E+03  0.1962108E+03
 0.1010050E-03  0.5164474E+03  0.1981222E+03
 0.1020201E-03  0.5214783E+03  0.2000521E+03
 0.1030455E-03  0.5265581E+03  0.2020009E+03
 0.1040811E-03  0.5316873E+03  0.2039686E+03
 0.1051271E-03  0.5368665E+03  0.2059554E+03
 0.1061837E-03  0.5420959E+03  0.2079616E+03
 0.1072508E-03  0.5473763E+03  0.2099872E+03
 0.1083287E-03  0.5527081E+03  0.2120326E+03
 0.1094174E-03  0.5580916E+03  0.2140979E+03
 0.1105171E-03  0.5635276E+03  0.2161833E+03
 0.1116278E-03  0.5690164E+03  0.2182889E+03
 0.1127497E-03  0.5745586E+03  0.2204150E+03
 0.1138828E-03  0.5801547E+03  0.2225618E+03
 0.1150274E-03  0.5858052E+03  0.2247295E+03
 0.1161834E-03  0.5915106E+03  0.2269183E+03
 0.1173511E-03  0.5972715E+03  0.2291283E+03
 0.1185305E-03  0.6030885E+03  0.2313598E+03
 0.1197217E-03  0.6089620E+03  0.2336130E+03
 0.1209250E-03  0.6148926E+03  0.2358882E+03
 0.1221403E-03  0.6208809E+03  0.2381854E+03
 0.1233678E-03  0.6269274E+03  0.2405050E+03
 0.1246077E-03  0.6330327E+03  0.2428472E+03
 0.1258600E-03  0.6391973E+03  0.2452121E+03
 0.1271249E-03  0.6454218E+03  0.2475999E+03
 0.1284025E-03  0.6517067E+03  0.2500110E+03
 0.1296930E-03  0.6580528E+03  0.2524455E+03
 0.1309964E-03  0.6644605E+03  0.2549037E+03
 0.1323130E-03  0.6709306E+03  0.2573858E+03
 0.1336427E-03  0.6774635E+03  0.2598919E+03
 0.1349859E-03  0.6840599E+03  0.2624225E+03
 0.1363425E-03  0.6907203E+03  0.2649776E+03
 0.1377128E-03  0.6974454E+03  0.2675575E+03
 0.1390968E-03  0.7042358E+03  0.2701625E+03
 0.1404948E-03  0.7110922E+03  0.2727928E+03
 0.1419067E-03  0.7180153E+03  0.2754486E+03
 0.1433329E-03  0.7250056E+03  0.2781303E+03
 0.1447735E-03  0.7320637E+03  0.2808380E+03
 0.1462285E-03  0.7391904E+03  0.2835719E+03
 0.1476981E-03  0.7463864E+03  0.2863325E+03
 0.1491825E-03  0.7536521E+03  0.2891198E+03
 0.1506818E-03  0.7609884E+03  0.2919342E+03
 0.1521962E-03  0.7683959E+03  0.2947759E+03
